type salida.txt | findstr /C:"NULL"Changed database context to 'WideWorldImporters'.
CategoriaCliente                                   NombreCliente                                                                                        MontoMasAlto                             MontoMasBajo                             MontoPromedio                           
Novelty Shop                                       Wingtip Toys (Karthaus, PA)                                                                                                          15582.50                                    89.70                              2919.041284
Novelty Shop                                       Wingtip Toys (Keosauqua, IA)                                                                                                         19714.45                                    44.85                              2673.566929
Novelty Shop                                       Wingtip Toys (Key Biscayne, FL)                                                                                                      20271.05                                   111.32                              3010.246953
Novelty Shop                                       Wingtip Toys (Knights Landing, CA)                                                                                                   31786.00                                    81.65                              3011.992400
Novelty Shop                                       Wingtip Toys (Lake Davis, CA)                                                                                                        21584.35                                   100.51                              2950.943193
Novelty Shop                                       Wingtip Toys (Lake Ronkonkoma, NY)                                                                                                   17470.80                                    89.70                              3101.365304
Novelty Shop                                       Wingtip Toys (Leathersville, GA)                                                                                                     31470.90                                    25.76                              3331.099266
Novelty Shop                                       Wingtip Toys (Lexington Heights, MI)                                                                                                 16087.35                                    82.11                              2921.907400
Novelty Shop                                       Wingtip Toys (Liberty Grove, MD)                                                                                                     14069.10                                    74.75                              2458.343928
Novelty Shop                                       Wingtip Toys (Licking, MO)                                                                                                           17621.74                                    93.15                              3155.723979
Novelty Shop                                       Wingtip Toys (Lilbourn, MO)                                                                                                          15844.70                                   184.00                              2950.787868
Novelty Shop                                       Wingtip Toys (Lime Lake, NY)                                                                                                         20098.55                                    81.65                              3289.488055
Novelty Shop                                       Wingtip Toys (Lost River, ID)                                                                                                        13993.20                                    73.60                              2970.234102
Novelty Shop                                       Wingtip Toys (Lostine, OR)                                                                                                           13421.65                                    59.80                              2450.230300
Novelty Shop                                       Wingtip Toys (Lowellville, OH)                                                                                                       15723.95                                    36.80                              2591.493333
Novelty Shop                                       Wingtip Toys (Lucasville, OH)                                                                                                        16902.70                                   128.11                              2227.355666
Novelty Shop                                       Wingtip Toys (Lynne, FL)                                                                                                             18733.50                                    14.95                              2996.967301
Novelty Shop                                       Wingtip Toys (Lytle, TX)                                                                                                             12817.44                                    89.70                              2797.458000
Novelty Shop                                       Wingtip Toys (Mahaffey, PA)                                                                                                          16286.30                                   134.55                              2812.009500
Novelty Shop                                       Wingtip Toys (Marfa, TX)                                                                                                             19631.65                                    44.85                              2796.066330
Novelty Shop                                       Wingtip Toys (Marin City, CA)                                                                                                        13035.25                                   111.55                              2120.688152
Novelty Shop                                       Wingtip Toys (Marion Junction, AL)                                                                                                   17134.14                                    44.85                              2678.978392
Novelty Shop                                       Wingtip Toys (Mauldin, SC)                                                                                                           14088.65                                    14.95                              2470.824122
Novelty Shop                                       Wingtip Toys (Mayhill, NM)                                                                                                           22283.55                                    44.85                              2952.442000
Novelty Shop                                       Wingtip Toys (McAdenville, NC)                                                                                                       11346.71                                    79.35                              2559.366336
Novelty Shop                                       Wingtip Toys (Mendoza, TX)                                                                                                           14018.50                                   134.55                              2757.640173
Novelty Shop                                       Wingtip Toys (Mickleton, NJ)                                                                                                         18912.21                                   159.28                              3158.996446
Novelty Shop                                       Wingtip Toys (Mier, IN)                                                                                                              22304.25                                    44.85                              2816.634628
Novelty Shop                                       Wingtip Toys (Miesville, MN)                                                                                                         10085.50                                    58.65                              2052.747565
Novelty Shop                                       Wingtip Toys (Molalla, OR)                                                                                                           22195.00                                    47.15                              2911.968265
Novelty Shop                                       Wingtip Toys (Montoya, NM)                                                                                                           27624.15                                   143.75                              3350.148623
Novelty Shop                                       Wingtip Toys (Mooringsport, LA)                                                                                                      13747.10                                    59.80                              2900.109736
Novelty Shop                                       Wingtip Toys (Morita, TX)                                                                                                            15459.45                                    74.75                              2609.949893
Novelty Shop                                       Wingtip Toys (Morrison Bluff, AR)                                                                                                    23485.76                                    44.85                              3583.589823
Novelty Shop                                       Wingtip Toys (Morton Grove, IL)                                                                                                      16947.55                                    59.80                              2730.857500
Novelty Shop                                       Wingtip Toys (Mount Summit, IN)                                                                                                      10948.00                                    29.90                              2292.227843
Novelty Shop                                       Wingtip Toys (Munich, ND)                                                                                                            18273.50                                    81.65                              2524.693469
Novelty Shop                                       Wingtip Toys (Naches, WA)                                                                                                            21629.20                                    78.20                              3208.533604
Novelty Shop                                       Wingtip Toys (Necedah, WI)                                                                                                           14703.90                                    36.80                              2967.097264
Novelty Shop                                       Wingtip Toys (New Laguna, NM)                                                                                                        12299.25                                    68.71                              2247.347669
Novelty Shop                                       Wingtip Toys (Nichols Hills, OK)                                                                                                     32991.89                                   110.40                              3513.672365
Novelty Shop                                       Wingtip Toys (North Beach Haven, NJ)                                                                                                 16396.70                                   125.35                              2998.283442
Novelty Shop                                       Wingtip Toys (North Manitou, MI)                                                                                                     13797.47                                    74.75                              2780.096739
Novelty Shop                                       Wingtip Toys (Nuangola, PA)                                                                                                          16985.50                                   268.53                              2452.271839
Novelty Shop                                       Wingtip Toys (Oak Point, TX)                                                                                                         22456.05                                    58.65                              3388.893693
Novelty Shop                                       Wingtip Toys (Obetz, OH)                                                                                                             24735.80                                    44.85                              2684.738360
Novelty Shop                                       Wingtip Toys (Obion, TN)                                                                                                             13915.00                                    74.75                              2890.480198
Novelty Shop                                       Wingtip Toys (Omer, MI)                                                                                                              19636.83                                   125.35                              2882.890944
Novelty Shop                                       Wingtip Toys (Oologah, OK)                                                                                                           19721.12                                    98.90                              2597.273697
Novelty Shop                                       Wingtip Toys (Orick, CA)                                                                                                             14738.40                                    96.60                              2685.237184
Novelty Shop                                       Wingtip Toys (Ovilla, TX)                                                                                                            12899.55                                   102.12                              2293.581300
Novelty Shop                                       Wingtip Toys (Palmas del Mar, PR)                                                                                                    22988.04                                    81.65                              2612.107333
Novelty Shop                                       Wingtip Toys (Paw Paw Lake, MI)                                                                                                      14848.80                                    44.85                              2985.744036
Novelty Shop                                       Wingtip Toys (Pawlet, VT)                                                                                                            18930.15                                   110.40                              2612.551698
Novelty Shop                                       Wingtip Toys (Penns Creek, PA)                                                                                                       13873.60                                    58.42                              2513.758137
Novelty Shop                                       Wingtip Toys (Philip, SD)                                                                                                            15718.20                                   185.15                              3069.140714
Novelty Shop                                       Wingtip Toys (Pikeview, CO)                                                                                                          24903.25                                    11.04                              3171.930642
Novelty Shop                                       Wingtip Toys (Plaquemine, LA)                                                                                                        25923.30                                   172.50                              3167.394782
Novelty Shop                                       Wingtip Toys (Plata, TX)                                                                                                             29310.05                                    89.70                              3052.795636
Novelty Shop                                       Wingtip Toys (Plum Branch, SC)                                                                                                       14943.10                                   104.65                              2815.008333
Novelty Shop                                       Wingtip Toys (Port Hueneme, CA)                                                                                                      21848.85                                   100.74                              3178.607289
Novelty Shop                                       Wingtip Toys (Portales, NM)                                                                                                          12950.15                                    28.75                              2140.095188
Novelty Shop                                       Wingtip Toys (Queen Valley, AZ)                                                                                                      17881.93                                    44.85                              2897.612377
Novelty Shop                                       Wingtip Toys (Raton, NM)                                                                                                             17719.20                                    13.80                              2620.037387
Novelty Shop                                       Wingtip Toys (Rich Creek, VA)                                                                                                        17063.63                                    36.80                              2970.237073
Novelty Shop                                       Wingtip Toys (Ridgemark, CA)                                                                                                         15507.18                                    14.95                              2789.611100
Novelty Shop                                       Wingtip Toys (Robertsdale, AL)                                                                                                       25714.00                                    29.90                              2649.615565
Novelty Shop                                       Wingtip Toys (Rockwall, TX)                                                                                                          13051.35                                    36.80                              2750.201980
Novelty Shop                                       Wingtip Toys (Rosa Sánchez, PR)                                                                                                      23825.70                                    29.90                              2815.223135
Novelty Shop                                       Wingtip Toys (Rose Tree, PA)                                                                                                         20429.75                                    67.85                              2744.168728
Novelty Shop                                       Wingtip Toys (Ruthsburg, MD)                                                                                                         13192.80                                   102.35                              2676.769090
Novelty Shop                                       Wingtip Toys (Saint Landry, LA)                                                                                                      18749.60                                   134.55                              2411.274857
Novelty Shop                                       Wingtip Toys (Salt Wells, NV)                                                                                                        14665.95                                    74.75                              2545.567519
Novelty Shop                                       Wingtip Toys (San Jacinto, CA)                                                                                                       24653.47                                   164.45                              3268.199600
Novelty Shop                                       Wingtip Toys (Sarversville, PA)                                                                                                      21992.60                                   111.55                              3088.243235
Novelty Shop                                       Wingtip Toys (Sayner, WI)                                                                                                            22920.65                                   100.63                              3151.941965
Novelty Shop                                       Wingtip Toys (Schererville, IN)                                                                                                      21498.10                                   135.70                              3236.738558
Novelty Shop                                       Wingtip Toys (Shay, PA)                                                                                                              18390.80                                    29.90                              2593.470884
Novelty Shop                                       Wingtip Toys (Silver Plume, CO)                                                                                                      19688.00                                    59.80                              2821.704655
Novelty Shop                                       Wingtip Toys (Smoot, WY)                                                                                                             23027.60                                    14.95                              2516.512592
Novelty Shop                                       Wingtip Toys (Stanardsville, VA)                                                                                                     10964.10                                    44.85                              2536.418878
Novelty Shop                                       Wingtip Toys (Stoneboro, PA)                                                                                                         19458.00                                    59.80                              3439.500180
Novelty Shop                                       Wingtip Toys (Straughn, IN)                                                                                                          12945.32                                    55.20                              2287.188608
Novelty Shop                                       Wingtip Toys (Sunburg, MN)                                                                                                           14778.65                                    59.80                              2694.421228
Novelty Shop                                       Wingtip Toys (Taft Heights, CA)                                                                                                      30641.75                                    36.80                              3117.754363
Novelty Shop                                       Wingtip Toys (Tea, SD)                                                                                                               17608.80                                   104.65                              3255.524907
Novelty Shop                                       Wingtip Toys (Teutopolis, IL)                                                                                                        20516.00                                   147.20                              3085.450291
Novelty Shop                                       Wingtip Toys (Tilleda, WI)                                                                                                           14588.90                                   156.40                              2873.115089
Novelty Shop                                       Wingtip Toys (Towaco, NJ)                                                                                                            20662.05                                    57.50                              2891.691165
Novelty Shop                                       Wingtip Toys (Triadelphia, WV)                                                                                                       18766.85                                   143.75                              2931.335145
Novelty Shop                                       Wingtip Toys (Trout Run, PA)                                                                                                         22845.21                                   194.35                              3112.256363
Novelty Shop                                       Wingtip Toys (Trumansburg, NY)                                                                                                       15346.75                                    89.70                              2527.308235
Novelty Shop                                       Wingtip Toys (Truscott, TX)                                                                                                          22089.20                                    89.70                              3144.961250
Novelty Shop                                       Wingtip Toys (Tuscaloosa, AL)                                                                                                        17683.55                                   104.65                              2998.082457
Novelty Shop                                       Wingtip Toys (Universal City, TX)                                                                                                    22936.98                                    74.06                              2795.444270
Novelty Shop                                       Wingtip Toys (Vair, TX)                                                                                                              15458.88                                    85.68                              2420.281964
Novelty Shop                                       Wingtip Toys (Valhalla, NC)                                                                                                          13026.05                                   102.12                              2627.215631
Novelty Shop                                       Wingtip Toys (Vamo, FL)                                                                                                              19794.95                                    42.26                              3010.666792
Novelty Shop                                       Wingtip Toys (Verdery, SC)                                                                                                           17963.00                                   100.63                              2771.163888
Novelty Shop                                       Wingtip Toys (Wapinitia, OR)                                                                                                         24322.50                                   129.95                              3621.016146
Novelty Shop                                       Wingtip Toys (Wapiti, WY)                                                                                                            13994.35                                    73.60                              3020.919765
Novelty Shop                                       Wingtip Toys (Ware Shoals, SC)                                                                                                       26464.95                                    51.75                              2843.897288
Novelty Shop                                       Wingtip Toys (Waycross, GA)                                                                                                          19792.65                                   119.60                              2975.013271
Novelty Shop                                       Wingtip Toys (Weld, ME)                                                                                                              22190.40                                   100.63                              2807.091485
Novelty Shop                                       Wingtip Toys (West Frostproof, FL)                                                                                                   16962.16                                    74.75                              3042.469160
Novelty Shop                                       Wingtip Toys (West Hempstead, NY)                                                                                                    15510.05                                    44.85                              2721.680679
Novelty Shop                                       Wingtip Toys (White Church, MO)                                                                                                      20369.95                                    89.70                              3185.546538
Novelty Shop                                       Wingtip Toys (Willow Valley, AZ)                                                                                                     11872.60                                   111.55                              2315.797692
Novelty Shop                                       Wingtip Toys (Yaak, MT)                                                                                                              22456.05                                   100.63                              2738.568750
Supermarket                                        NULL                                                                                                                                 25588.65                                    18.98                              2870.187826
Supermarket                                        Aakriti Byrraju                                                                                                                      22470.31                                   149.50                              3328.884019
Supermarket                                        Agrita Kanepa                                                                                                                        16278.25                                   166.75                              2759.137387
Supermarket                                        Aive Petrov                                                                                                                          24965.35                                    73.60                              2783.401238
Supermarket                                        Akhil Nadar                                                                                                                          19449.95                                   103.79                              2594.419809
Supermarket                                        Amarasimha Vinjamuri                                                                                                                 22972.40                                    74.75                              3383.160170
Supermarket                                        Amrita Ganguly                                                                                                                        8694.00                                   428.95                              2850.521764
Supermarket                                        Anil Sarkar                                                                                                                          13381.40                                   102.12                              2425.056388
Supermarket                                        Arka Chatterjee                                                                                                                      19239.50                                   110.40                              2788.262916
Supermarket                                        Baalaamjali Devulapalli                                                                                                              17367.30                                    25.82                              2733.345508
Supermarket                                        Bahaar Asef zade                                                                                                                     24089.05                                    73.60                              3385.829351
Supermarket                                        Baran Jonsson                                                                                                                        18165.98                                   208.15                              3455.047865
Supermarket                                        Bhagavaan Atluri                                                                                                                     13353.80                                    80.50                              2401.646106
Supermarket                                        Bhagavati Vinjamuri                                                                                                                  22663.05                                    74.75                              2936.891442
Supermarket                                        Celica Barajas                                                                                                                       21028.50                                    41.40                              3069.114673
Supermarket                                        Chandana Shasthri                                                                                                                    13696.50                                    88.55                              2757.747978
Supermarket                                        Cuneyt Arslan                                                                                                                        21864.26                                   104.65                              2894.698260
Supermarket                                        David safranek                                                                                                                       14454.35                                    75.90                              3175.461354
Supermarket                                        Debbie Molina                                                                                                                        20504.50                                   147.20                              3056.773762
Supermarket                                        Dena Glissen                                                                                                                         20523.19                                    89.70                              3286.624299
Supermarket                                        Dominic Davignon                                                                                                                     12874.02                                   179.40                              2530.443534
Supermarket                                        Durdanah Abbasi                                                                                                                      25588.65                                   152.95                              2844.527821
Supermarket                                        Eliza Persson                                                                                                                        14142.41                                    49.45                              2387.360100
Supermarket                                        Emma Salpa                                                                                                                           11274.60                                   110.40                              2268.888846
Supermarket                                        Eugen Agafitei                                                                                                                       23960.25                                    58.65                              2892.854715
Supermarket                                        Fabrice Cloutier                                                                                                                     12259.00                                    29.90                              2329.706315
Supermarket                                        Hana Hlouskova                                                                                                                       17620.07                                    89.70                              2433.765089
Supermarket                                        Hue Ton                                                                                                                              23300.15                                    89.70                              3485.253333
Supermarket                                        Ian Olofsson                                                                                                                          8840.05                                   134.55                              2744.949642
Supermarket                                        Ingrida Zeltina                                                                                                                      22321.50                                    57.50                              3065.317629
Supermarket                                        Ioana Florea                                                                                                                         20786.25                                    74.75                              3069.346909
Supermarket                                        Jack Walker                                                                                                                          21988.00                                    27.60                              2905.299416
Supermarket                                        Jibek Juniskyzy                                                                                                                       4455.39                                   621.92                              1898.665000
Supermarket                                        Kamila Michnova                                                                                                                      18709.35                                   235.75                              2858.933703
Supermarket                                        Kristi Part                                                                                                                          22480.20                                    73.60                              3106.534767
Supermarket                                        Kwanjai Saowaluk                                                                                                                     23433.95                                   147.20                              3008.695377
Supermarket                                        Lana Goransson                                                                                                                       16723.88                                    74.75                              2581.975284
Supermarket                                        Leonardo Folliero                                                                                                                    22750.45                                    88.55                              2736.287567
Supermarket                                        Libuse Kuchtova                                                                                                                      14716.44                                    82.11                              2632.939266
Supermarket                                        Linh Dao                                                                                                                             16982.34                                   120.18                              2594.490307
Supermarket                                        Matteo Cattaneo                                                                                                                      13448.56                                    57.50                              3082.368518
Supermarket                                        Nada Ana Slosar                                                                                                                       9143.65                                   147.20                              2696.715775
Supermarket                                        Nasrin Omidzadeh                                                                                                                     23771.65                                    74.75                              3354.879274
Supermarket                                        Richard Zahradnicek                                                                                                                  23089.70                                    88.55                              2888.258900
Supermarket                                        Risto Valbe                                                                                                                          23565.80                                    29.90                              3222.453762
Supermarket                                        Sabine Alksne                                                                                                                        24110.90                                   121.33                              3343.500291
Supermarket                                        Sabine Zalite                                                                                                                        15416.90                                    18.98                              2892.371864
Supermarket                                        Sara Huiting                                                                                                                         22588.30                                    59.80                              2766.771327
Supermarket                                        Sara Walkky                                                                                                                          15925.20                                    44.85                              2601.197222
Supermarket                                        Serdar ozCelik                                                                                                                       24094.80                                   131.10                              2748.532616
Supermarket                                        Suparna Bhattacharya                                                                                                                 17646.75                                   102.35                              3056.310520
Supermarket                                        Svetlana Todorovic                                                                                                                   23507.15                                   148.12                              2899.484140
Supermarket                                        Taneli Riutta                                                                                                                        22206.27                                    73.60                              3094.682980
Supermarket                                        Tomo Vidovic                                                                                                                         13452.70                                    59.80                              2607.920833
Supermarket                                        Valter Viiding                                                                                                                       19840.95                                    29.90                              2975.305967
